6000,4161100,KWH,I_TAX,EUR,DE80300001	: 	: 	: 	: 	: 	: 	: 	: 	0.2266 	0.2064 	0.2152 	0.2152 	0.1975 	0.1975 	0.1936 	0.1936 	0.2071 	0.1951 	0.1934 	0.1915 	0.1912 	0.1941 	0.1980 	0.2005 	0.1913 	0.1880 	0.1863 	0.1841 	0.1832 	0.1825 	0.1567 	: 	: 	: 	: 	: 	: 	: 	: 	: 
6000,4161100,KWH,I_TAX,EUR,DE92100001	: 	: 	: 	: 	: 	: 	: 	: 	0.1934 	0.1934 	0.1904 	0.1904 	0.1874 	0.1874 	0.1809 	0.1779 	0.1797 	0.1679 	0.1664 	0.1647 	0.1633 	0.1658 	0.1691 	0.1712 	0.1891 	0.1858 	0.1842 	0.1820 	0.1811 	0.1805 	0.1719 	0.1721 	0.1713 	0.1655 	0.1670 	0.1634 	0.1752 	0.1704 	0.1595 	0.1565 
6000,4161100,KWH,I_TAX,EUR,DEA1100001	: 	: 	: 	: 	: 	: 	: 	: 	0.1957 	0.1941 	0.1882 	0.1882 	0.1787 	0.1787 	0.1705 	0.1705 	0.1921 	0.1684 	0.1669 	0.1653 	0.1650 	0.1675 	0.1709 	0.1730 	0.2015 	0.1980 	0.1962 	0.1939 	0.1910 	0.1903 	0.1812 	0.1769 	0.1763 	0.1767 	0.1929 	0.1888 	0.1882 	0.1833 	0.1688 	0.1550 
6000,4161100,KWH,I_TAX,EUR,DED0400001	: 	: 	: 	: 	: 	: 	: 	: 	0.2064 	0.2100 	0.1972 	0.1972 	0.1918 	0.1918 	0.1888 	: 	0.1895 	0.1776 	0.1672 	0.1656 	0.1654 	0.1678 	0.1712 	0.1734 	0.1776 	0.1745 	0.1730 	0.1709 	0.1701 	0.1694 	0.1610 	: 	: 	: 	: 	: 	: 	: 	: 	: 
6000,4161100,KWH,I_TAX,EUR,DEG0100001	: 	: 	: 	: 	: 	: 	: 	: 	0.1975 	0.1975 	0.1931 	0.1931 	0.1770 	0.1770 	0.1687 	0.1687 	0.2129 	0.2010 	0.1993 	0.1973 	0.1970 	0.2000 	0.2040 	0.2066 	0.1983 	0.1948 	0.1930 	0.1907 	0.1898 	0.1727 	0.1641 	: 	: 	: 	: 	: 	: 	: 	: 	: 
6000,4161150,KWH,I_TAX,EUR,DE	: 	0.1949 	0.1873 	0.1832 	0.1801 	0.1785 	0.1720 	0.1698 	0.1692 	0.1708 	0.1657 	0.1670 	0.1607 	0.1599 	0.1541 	0.1526 	0.1620 	0.1503 	0.1469 	0.1455 	0.1450 	0.1472 	0.1500 	0.1518 	0.1614 	0.1587 	0.1566 	0.1540 	0.1519 	0.1485 	0.1397 	0.1453 	0.1363 	0.1425 	: 	: 	: 	: 	: 	: 
6000,4161150,KWH,I_TAX,EUR,DE11100001	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.1417 	0.1403 	0.1417 	0.1438 	0.1467 	0.1485 	0.1617 	0.1589 	0.1577 	0.1558 	0.1534 	0.1528 	0.1393 	0.1395 	0.1372 	0.1376 	0.1389 	0.1358 	0.1355 	0.1324 	0.1210 	0.1186 
6000,4161150,KWH,I_TAX,EUR,DE21200001	: 	: 	: 	: 	: 	: 	: 	: 	0.1724 	0.1688 	0.1688 	0.1617 	0.1618 	0.1491 	0.1491 	0.1491 	0.1950 	0.1587 	0.1573 	0.1557 	0.1555 	0.1578 	0.1610 	0.1630 	0.1836 	0.1804 	0.1788 	0.1767 	0.1745 	0.1636 	0.1559 	0.1579 	0.1277 	0.1378 	0.1390 	0.1361 	0.1357 	0.1323 	0.1240 	0.1216 
6000,4161150,KWH,I_TAX,EUR,DE60000001	: 	: 	: 	: 	: 	: 	: 	: 	0.1653 	0.1653 	0.1714 	0.1714 	0.1685 	0.1685 	0.1578 	0.1578 	0.1696 	0.1611 	0.1626 	0.1610 	0.1608 	0.1632 	0.1644 	0.1664 	0.1794 	0.1763 	0.1665 	0.1644 	0.1622 	0.1531 	0.1461 	0.1533 	0.1527 	0.1531 	0.1499 	0.1467 	0.1461 	0.1419 	0.1328 	0.1304 
6000,4161150,KWH,I_TAX,EUR,DE71200001	: 	: 	: 	: 	: 	: 	: 	: 	0.1662 	0.1662 	0.1536 	0.1536 	0.1521 	0.1521 	0.1415 	0.1415 	0.1471 	0.1416 	0.1403 	0.1398 	0.1396 	0.1417 	0.1445 	0.1463 	0.1603 	0.1575 	0.1563 	0.1498 	0.1477 	0.1472 	0.1411 	0.1412 	0.1293 	0.1302 	0.1314 	0.1286 	0.1282 	0.1252 	0.1173 	0.1151 
6000,4161150,KWH,I_TAX,EUR,DE80300001	: 	: 	: 	: 	: 	: 	: 	: 	0.1783 	0.1788 	0.1687 	0.1687 	0.1618 	0.1618 	0.1579 	0.1504 	0.1605 	0.1580 	0.1566 	0.1551 	0.1549 	0.1572 	0.1604 	0.1624 	0.1552 	0.1524 	0.1511 	0.1493 	0.1485 	0.1480 	0.1280 	: 	: 	: 	: 	: 	: 	: 	: 	: 
6000,4161150,KWH,I_TAX,EUR,DE92100001	: 	: 	: 	: 	: 	: 	: 	: 	0.1632 	0.1632 	0.1605 	0.1605 	0.1572 	0.1572 	0.1507 	0.1477 	0.1495 	0.1376 	0.1364 	0.1351 	0.1337 	0.1357 	0.1385 	0.1402 	0.1563 	0.1536 	0.1522 	0.1504 	0.1479 	0.1473 	0.1403 	0.1405 	0.1399 	0.1195 	0.1207 	0.1181 	0.1206 	0.1173 	0.1098 	0.1077 
6000,4161150,KWH,I_TAX,EUR,DEA1100001	: 	: 	: 	: 	: 	: 	: 	: 	0.1624 	0.1618 	0.1540 	0.1540 	0.1511 	0.1538 	0.1486 	0.1486 	0.1683 	0.1446 	0.1433 	0.1419 	0.1417 	0.1438 	0.1467 	0.1486 	0.1705 	0.1675 	0.1661 	0.1641 	0.1616 	0.1610 	0.1533 	0.1381 	0.1376 	0.1379 	0.1441 	0.1410 	0.1406 	0.1368 	0.1260 	0.1158 
6000,4161150,KWH,I_TAX,EUR,DED0400001	: 	: 	: 	: 	: 	: 	: 	: 	0.1550 	0.1771 	0.1702 	0.1702 	0.1647 	0.1647 	0.1618 	: 	0.1737 	0.1618 	0.1516 	0.1501 	0.1462 	0.1484 	0.1514 	0.1533 	0.1333 	0.1310 	0.1298 	0.1283 	0.1277 	0.1272 	0.1209 	: 	: 	: 	: 	: 	: 	: 	: 	: 
6000,4161150,KWH,I_TAX,EUR,DEG0100001	: 	: 	: 	: 	: 	: 	: 	: 	0.1888 	0.1888 	0.1844 	0.1844 	0.1814 	0.1814 	0.1731 	0.1731 	0.1505 	0.1386 	0.1374 	0.1360 	0.1358 	0.1379 	0.1407 	0.1424 	0.1471 	0.1445 	0.1432 	0.1415 	0.1408 	0.1271 	0.1207 	: 	: 	: 	: 	: 	: 	: 	: 	: 
6000,4161200,KWH,I_TAX,EUR,DE	: 	0.1806 	0.1733 	0.1696 	0.1673 	0.1655 	0.1575 	0.1569 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
6000,4161200,KWH,I_TAX,EUR,DE11100001	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.1271 	0.1258 	0.1271 	0.1290 	0.1316 	0.1333 	0.1452 	0.1425 	0.1415 	0.1398 	0.1377 	0.1372 	0.1217 	0.1219 	0.1131 	0.1134 	0.1145 	0.1119 	0.1117 	0.1091 	0.0991 	: 
6000,4161200,KWH,I_TAX,EUR,DE21200001	: 	: 	: 	: 	: 	: 	: 	: 	0.1565 	0.1539 	0.1539 	0.1439 	0.1439 	0.1327 	0.1357 	0.1357 	0.1900 	0.1543 	0.1529 	0.1514 	0.1512 	0.1534 	0.1565 	0.1585 	0.1790 	0.1758 	0.1743 	0.1722 	0.1701 	0.1586 	0.1511 	0.1529 	0.1164 	0.1167 	0.1178 	0.1153 	0.1149 	0.1121 	0.1050 	: 
6000,4161200,KWH,I_TAX,EUR,DE60000001	: 	: 	: 	: 	: 	: 	: 	: 	0.1550 	0.1550 	0.1616 	0.1616 	0.1586 	0.1586 	0.1479 	0.1479 	0.1572 	0.1489 	0.1507 	0.1493 	0.1490 	0.1513 	0.1509 	0.1527 	0.1640 	0.1612 	0.1510 	0.1492 	0.1471 	0.1369 	0.1306 	0.1266 	0.1261 	0.1264 	0.1252 	0.1225 	0.1221 	0.1185 	0.1109 	0.1089 
6000,4161200,KWH,I_TAX,EUR,DE71200001	: 	: 	: 	: 	: 	: 	: 	: 	0.1572 	0.1572 	0.1440 	0.1440 	0.1410 	0.1410 	0.1304 	0.1304 	0.1410 	0.1355 	0.1343 	0.1338 	0.1336 	0.1356 	0.1383 	0.1400 	0.1534 	0.1507 	0.1495 	0.1433 	0.1413 	0.1408 	0.1350 	0.1352 	0.1155 	0.1065 	0.1074 	0.1051 	0.1048 	0.1023 	0.0959 	: 
6000,4161200,KWH,I_TAX,EUR,DE80300001	: 	: 	: 	: 	: 	: 	: 	: 	0.1662 	0.1648 	0.1571 	0.1571 	0.1588 	0.1588 	0.1550 	0.1471 	0.1554 	0.1534 	0.1520 	0.1506 	0.1503 	0.1526 	0.1557 	0.1576 	0.1473 	0.1447 	0.1435 	0.1417 	0.1411 	0.1405 	0.1205 	: 	: 	: 	: 	: 	: 	: 	: 	: 
6000,4161200,KWH,I_TAX,EUR,DE92100001	: 	: 	: 	: 	: 	: 	: 	: 	0.1560 	0.1560 	0.1531 	0.1531 	0.1500 	0.1500 	0.1435 	0.1405 	0.1423 	0.1304 	0.1293 	0.1279 	0.1266 	0.1285 	0.1311 	0.1327 	0.1486 	0.1460 	0.1447 	0.1430 	0.1395 	0.1390 	0.1324 	0.1326 	0.1320 	0.1044 	0.1053 	0.1031 	0.1052 	0.1023 	0.0957 	: 
6000,4161200,KWH,I_TAX,EUR,DEA1100001	: 	: 	: 	: 	: 	: 	: 	: 	0.1421 	0.1416 	0.1337 	0.1337 	0.1308 	0.1326 	0.1271 	0.1271 	0.1563 	0.1326 	0.1314 	0.1301 	0.1299 	0.1318 	0.1345 	0.1362 	0.1573 	0.1545 	0.1532 	0.1513 	0.1491 	0.1486 	0.1414 	0.1231 	0.1227 	0.1230 	0.1217 	0.1191 	0.1188 	0.1156 	0.1062 	: 
6000,4161200,KWH,I_TAX,EUR,DED0400001	: 	: 	: 	: 	: 	: 	: 	: 	0.1383 	0.1563 	0.1493 	0.1493 	0.1439 	0.1439 	0.1410 	: 	0.1649 	0.1530 	0.1429 	0.1415 	0.1374 	0.1394 	0.1422 	0.1440 	0.1186 	0.1165 	0.1155 	0.1141 	0.1136 	0.1132 	0.1075 	: 	: 	: 	: 	: 	: 	: 	: 	: 
6000,4161200,KWH,I_TAX,EUR,DEG0100001	: 	: 	: 	: 	: 	: 	: 	: 	0.1747 	0.1747 	0.1703 	0.1703 	0.1672 	0.1672 	0.1589 	0.1589 	0.1418 	0.1300 	0.1288 	0.1275 	0.1273 	0.1293 	0.1319 	0.1335 	0.1364 	0.1340 	0.1328 	0.1312 	0.1306 	0.1164 	0.1106 	: 	: 	: 	: 	: 	: 	: 	: 	: 
6000,4161250,KWH,I_TAX,EUR,DE	: 	0.1245 	0.1107 	0.1087 	0.1043 	0.1026 	0.1008 	0.0962 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
6000,4161250,KWH,I_TAX,EUR,DE11100001	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0778 	0.0770 	0.0728 	0.0739 	0.0754 	0.0763 	0.0831 	0.0816 	0.0811 	0.0801 	0.0789 	0.0786 	0.0689 	0.0690 	0.0662 	0.0664 	0.0671 	0.0655 	0.0654 	0.0639 	0.0604 	0.0593 
6000,4161250,KWH,I_TAX,EUR,DE21200001	: 	: 	: 	: 	: 	: 	: 	: 	0.1036 	0.1121 	0.0875 	0.0878 	0.0784 	0.0734 	0.0753 	0.0753 	0.0972 	0.0866 	0.0858 	0.0849 	0.0848 	0.0861 	0.0878 	0.0889 	0.0988 	0.0970 	0.0962 	0.0950 	0.0939 	0.0856 	0.0816 	0.0817 	0.0766 	0.0768 	0.0775 	0.0759 	0.0757 	0.0738 	0.0708 	0.0656 
6000,4161250,KWH,I_TAX,EUR,DE60000001	: 	: 	: 	: 	: 	: 	: 	: 	0.1042 	0.0991 	0.0999 	0.0999 	0.1047 	0.1047 	0.0958 	0.0958 	0.0928 	0.0868 	0.0872 	0.0863 	0.0862 	0.0875 	0.0879 	0.0890 	0.0965 	0.0948 	0.0908 	0.0897 	0.0850 	0.0811 	0.0774 	0.0765 	0.0761 	0.0763 	0.0762 	0.0746 	0.0743 	0.0721 	0.0675 	0.0663 
6000,4161250,KWH,I_TAX,EUR,DE71200001	: 	: 	: 	: 	: 	: 	: 	: 	0.0960 	0.0960 	0.0753 	0.0753 	0.0760 	0.0760 	0.0685 	0.0685 	0.0751 	0.0716 	0.0710 	0.0711 	0.0710 	0.0721 	0.0735 	0.0744 	0.0813 	0.0799 	0.0792 	0.0774 	0.0763 	0.0760 	0.0718 	0.0719 	0.0653 	0.0623 	0.0628 	0.0615 	0.0613 	0.0594 	0.0557 	0.0546 
6000,4161250,KWH,I_TAX,EUR,DE80300001	: 	: 	: 	: 	: 	: 	: 	: 	0.0770 	0.0999 	0.0732 	0.0732 	0.0892 	0.0914 	0.0828 	0.1115 	0.1140 	0.0842 	0.0835 	0.0826 	0.0825 	0.0838 	0.0868 	0.0879 	0.0844 	0.0829 	0.0822 	0.0812 	0.0808 	0.0791 	0.0710 	: 	: 	: 	: 	: 	: 	: 	: 	: 
6000,4161250,KWH,I_TAX,EUR,DE92100001	: 	: 	: 	: 	: 	: 	: 	: 	0.0974 	0.0974 	0.0939 	0.0939 	0.0919 	0.0919 	0.0865 	0.0846 	0.0851 	0.0777 	0.0770 	0.0762 	0.0758 	0.0769 	0.0785 	0.0795 	0.0884 	0.0869 	0.0861 	0.0851 	0.0833 	0.0830 	0.0791 	0.0792 	0.0788 	0.0718 	0.0725 	0.0710 	0.0716 	0.0697 	0.0652 	0.0639 
6000,4161250,KWH,I_TAX,EUR,DEA1100001	: 	: 	: 	: 	: 	: 	: 	: 	0.0979 	0.0979 	0.0841 	0.0841 	0.0823 	0.1220 	0.1199 	0.1199 	0.0908 	0.0759 	0.0753 	0.0745 	0.0744 	0.0755 	0.0770 	0.0780 	0.0887 	0.0871 	0.0863 	0.0853 	0.0839 	0.0837 	0.0797 	0.0755 	0.0753 	0.0755 	0.0754 	0.0737 	0.0735 	0.0751 	0.0695 	0.0632 
6000,4161250,KWH,I_TAX,EUR,DED0400001	: 	: 	: 	: 	: 	: 	: 	: 	0.0904 	0.0904 	0.0926 	0.0926 	0.0885 	0.0885 	0.0871 	: 	0.0990 	0.0916 	0.0886 	0.0878 	0.0876 	0.0889 	0.0907 	0.0919 	0.0740 	0.0727 	0.0721 	0.0712 	0.0709 	0.0706 	0.0671 	: 	: 	: 	: 	: 	: 	: 	: 	: 
6000,4161250,KWH,I_TAX,EUR,DEG0100001	: 	: 	: 	: 	: 	: 	: 	: 	0.0684 	0.0708 	0.0730 	0.0730 	0.0688 	0.0688 	0.0620 	0.0620 	0.0896 	0.0822 	0.0814 	0.0806 	0.0805 	0.0817 	0.0834 	0.0844 	0.0821 	0.0807 	0.0800 	0.0790 	0.0786 	0.0725 	0.0689 	: 	: 	: 	: 	: 	: 	: 	: 	: 
